career_name;canonical_skill
data analyst / data scientist intern;mongodb
data analyst / data scientist intern;mysql
data analyst / data scientist intern;matplotlib
data analyst / data scientist intern;seaborn
data analyst / data scientist intern;sql
data analyst / data scientist intern;numpy
data scientist - fresher;python
data scientist - fresher;r
data scientist - fresher;pandas
data scientist - fresher;mysql
data scientist - fresher;matplotlib
data scientist - fresher;postgresql
data scientist - fresher;basic ml: classification, clustering
data scientist - fresher;seaborn
data scientist - fresher;sql
data scientist - fresher;numpy
junior machine learning engineer;statistics: probability, linear algebra
junior machine learning engineer;python
junior machine learning engineer;visualization: matplotlib, seaborn
junior machine learning engineer;r
junior machine learning engineer;pandas
junior machine learning engineer;ml libraries: scikit-learn, tensorflow, pytorch
junior machine learning engineer;github
junior machine learning engineer;data preprocessing
junior machine learning engineer;mongodb
junior machine learning engineer;mysql
junior machine learning engineer;basic ml: classification, clustering
junior machine learning engineer;matplotlib
junior machine learning engineer;java
junior machine learning engineer;feature engineering
junior machine learning engineer;seaborn
junior machine learning engineer;sql
junior machine learning engineer;numpy
entry level data scientist;python
entry level data scientist;r
entry level data scientist;pandas
entry level data scientist;mysql
entry level data scientist;mongodb
entry level data scientist;basic ml: classification, clustering
entry level data scientist;matplotlib
entry level data scientist;postgresql
entry level data scientist;data cleaning
entry level data scientist;data wrangling
entry level data scientist;seaborn
entry level data scientist;sql
entry level data scientist;numpy
data science intern;python
data science intern;r
data science intern;pandas
data science intern;data preprocessing
data science intern;mysql
data science intern;basic ml: classification, clustering
data science intern;matplotlib
data science intern;postgresql
data science intern;data wrangling
data science intern;seaborn
data science intern;sql
data science intern;numpy
fresher data scientist;python
fresher data scientist;r
fresher data scientist;pandas
fresher data scientist;mysql
fresher data scientist;mongodb
fresher data scientist;basic ml: classification, clustering
fresher data scientist;matplotlib
fresher data scientist;seaborn
fresher data scientist;sql
fresher data scientist;numpy
data science associate;python
data science associate;r
data science associate;pandas
data science associate;data preprocessing
data science associate;mysql
data science associate;data cleaning
data science associate;matplotlib
data science associate;postgresql
data science associate;basic ml: classification, clustering
data science associate;seaborn
data science associate;sql
data science associate;numpy
data scientist - experienced;nlp
data scientist - experienced;classification
data scientist - experienced;r
data scientist - experienced;advanced python
data scientist - experienced;ensemble methods
data scientist - experienced;deep learning
data scientist - experienced;hadoop
data scientist - experienced;spark
data scientist - experienced;clustering
data scientist - experienced;regression
data scientist - experienced;reinforcement learning
data scientist - experienced;sql
data scientist - experienced;etl pipelines
data scientist - experienced;scala
data scientist - experienced;powerbi
data scientist - experienced;tableau
senior data scientist;nlp
senior data scientist;python
senior data scientist;ensemble methods
senior data scientist;r
senior data scientist;time-series modeling
senior data scientist;deep learning
senior data scientist;spark
senior data scientist;hadoop
senior data scientist;aws emr
senior data scientist;feature engineering
senior data scientist;jupyter
senior data scientist;sql
senior data scientist;scala
senior data scientist;powerbi
senior data scientist;etl pipelines
senior data scientist;tableau
senior data scientist;git
lead data scientist;nlp
lead data scientist;classification
lead data scientist;regression
lead data scientist;reinforcement learning
lead data scientist;sql
lead data scientist;scala
lead data scientist;aws
lead data scientist;jupyter
lead data scientist;powerbi
lead data scientist;python
lead data scientist;ensemble methods
lead data scientist;azure
lead data scientist;spark
lead data scientist;hadoop
lead data scientist;feature engineering
lead data scientist;git
lead data scientist;etl automation
lead data scientist;r
lead data scientist;tableau
principal data scientist;nlp
principal data scientist;predictive modeling
principal data scientist;python
principal data scientist;ensemble methods
principal data scientist;r
principal data scientist;deep learning
principal data scientist;spark
principal data scientist;hadoop
principal data scientist;aws
principal data scientist;etl automation
principal data scientist;gcp
principal data scientist;reinforcement learning
principal data scientist;feature engineering
principal data scientist;sql
principal data scientist;tableau
principal data scientist;scala
principal data scientist;powerbi
principal data scientist;machine learning
machine learning scientist;nlp
machine learning scientist;python
machine learning scientist;classification
machine learning scientist;r
machine learning scientist;azure
machine learning scientist;spark
machine learning scientist;hadoop
machine learning scientist;aws
machine learning scientist;regression
machine learning scientist;reinforcement learning
machine learning scientist;feature engineering
machine learning scientist;sql
machine learning scientist;scala
machine learning scientist;powerbi
machine learning scientist;etl pipelines
machine learning scientist;tableau
senior machine learning engineer;nlp
senior machine learning engineer;feature engineering, etl automation
senior machine learning engineer;classification
senior machine learning engineer;ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning
senior machine learning engineer;regression
senior machine learning engineer;reinforcement learning
senior machine learning engineer;mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)
senior machine learning engineer;sql
senior machine learning engineer;scala
senior machine learning engineer;big data: hadoop, spark
senior machine learning engineer;ml libraries: scikit-learn, tensorflow, pytorch
senior machine learning engineer;aws
senior machine learning engineer;powerbi
senior machine learning engineer;python
senior machine learning engineer;ensemble methods
senior machine learning engineer;spark
senior machine learning engineer;hadoop
senior machine learning engineer;gcp
senior machine learning engineer;feature engineering
senior machine learning engineer;etl automation
senior machine learning engineer;r
senior machine learning engineer;advanced python
senior machine learning engineer;java
senior machine learning engineer;tableau
lead machine learning scientist;nlp
lead machine learning scientist;python
lead machine learning scientist;ensemble methods
lead machine learning scientist;r
lead machine learning scientist;deep learning
lead machine learning scientist;spark
lead machine learning scientist;hadoop
lead machine learning scientist;aws
lead machine learning scientist;azure
lead machine learning scientist;etl automation
lead machine learning scientist;reinforcement learning
lead machine learning scientist;feature engineering
lead machine learning scientist;sql
lead machine learning scientist;scala
lead machine learning scientist;powerbi
lead machine learning scientist;tableau
data science team lead;nlp
data science team lead;predictive modeling
data science team lead;python
data science team lead;classification
data science team lead;r
data science team lead;ensemble methods
data science team lead;spark
data science team lead;hadoop
data science team lead;aws
data science team lead;etl automation
data science team lead;gcp
data science team lead;regression
data science team lead;reinforcement learning
data science team lead;feature engineering
data science team lead;sql
data science team lead;scala
data science team lead;powerbi
data science team lead;tableau
digital marketing specialist;data-driven optimization
digital marketing specialist;cms tools
digital marketing specialist;email automation tools (hubspot, marketo)
digital marketing specialist;content marketing
digital marketing specialist;multi-channel marketing strategy
digital marketing specialist;ai marketing tools
digital marketing specialist;ppc campaigns
digital marketing specialist;mentoring
digital marketing specialist;instagram, linkedin basics
digital marketing specialist;seo/sem/ppc
digital marketing specialist;analytics (ga, tableau)
digital marketing specialist;crm tools (hubspot, salesforce)
digital marketing specialist;email marketing
digital marketing specialist;analytics
digital marketing specialist;conversion rate optimization
digital marketing specialist;basic seo
digital marketing specialist;analytics basics
digital marketing specialist;data-driven marketing
digital marketing specialist;content creation
digital marketing specialist;seo/sem
digital marketing specialist;brand management
digital marketing specialist;email automation and personalization
digital marketing specialist;multi-channel campaigns
digital marketing specialist;data-driven decisions
digital marketing specialist;budgeting
digital marketing specialist;communication skills
digital marketing specialist;sem basics
digital marketing specialist;google ads and facebook ads basics
digital marketing specialist;ux/ui integration
digital marketing specialist;teamwork
digital marketing specialist;email automation
digital marketing specialist;advanced digital campaigns
digital marketing specialist;blogging and copywriting
digital marketing specialist;digital campaign strategy
digital marketing specialist;campaign optimization
digital marketing specialist;lead generation
digital marketing specialist;adaptability
digital marketing specialist;lead generation and crm tools
digital marketing specialist;content creation and copywriting
digital marketing specialist;instagram marketing basics
digital marketing specialist;cms knowledge
digital marketing specialist;digital strategy
digital marketing specialist;data-driven strategy implementation
digital marketing specialist;digital advertising basics
digital marketing specialist;copywriting
digital marketing specialist;marketing strategy
digital marketing specialist;ux integration
digital marketing specialist;ai-driven personalization
digital marketing specialist;collaboration
digital marketing specialist;brand strategy
digital marketing specialist;blogging
digital marketing specialist;communication
digital marketing specialist;social media campaigns
digital marketing specialist;ux design integration
digital marketing specialist;emerging marketing technologies
digital marketing specialist;lead nurturing
digital marketing specialist;facebook ads manager
digital marketing specialist;linkedin marketing basics
digital marketing specialist;google ads
digital marketing specialist;ppc campaign optimization
digital marketing specialist;creativity
digital marketing specialist;team management
digital marketing specialist;google ads basics
digital marketing specialist;crm and marketing automation tools
ethical hacker;compliance frameworks
ethical hacker;malware analysis
ethical hacker;ethical awareness
ethical hacker;expert network security
ethical hacker;vulnerability scanning
ethical hacker;analytical thinking
ethical hacker;cryptography
ethical hacker;linux
ethical hacker;web security
ethical hacker;windows security expert
ethical hacker;metasploit, burp suite, nmap, sqlmap
ethical hacker;python, c/c++, javascript
ethical hacker;cryptography, ssl/tls
ethical hacker;penetration testing
ethical hacker;security frameworks (nist, iso)
ethical hacker;basic knowledge of nmap, burp suite
ethical hacker;linux (kali, parrot) expert
ethical hacker;bash basics
ethical hacker;teamwork
ethical hacker;familiarity with nmap and wireshark
ethical hacker;vulnerability assessment
ethical hacker;project management
ethical hacker;compliance (nist, iso)
ethical hacker;windows
ethical hacker;networking
ethical hacker;compliance and risk assessment
ethical hacker;risk assessment
ethical hacker;linux and windows security
ethical hacker;familiarity with metasploit and burp suite
ethical hacker;powershell
ethical hacker;compliance
ethical hacker;ethical compliance
ethical hacker;familiarity with nmap, sqlmap
ethical hacker;problem solving
ethical hacker;communication
ethical hacker;ethical mindset
ethical hacker;advanced networking
ethical hacker;web security testing
ethical hacker;analytical skills
ethical hacker;familiarity with metasploit, wireshark
ethical hacker;advanced network security
ethical hacker;reverse engineering
ethical hacker;leadership
ethical hacker;python basics
ethical hacker;windows security and active directory
ethical hacker;windows security
ethical hacker;advanced python, c/c++
ethical hacker;network and application security
ethical hacker;network penetration testing
ethical hacker;windows security and ad
fintech engineer;financial analysis
fintech engineer;quantitative modeling
fintech engineer;strategic planning
fintech engineer;blockchain basics
fintech engineer;machine learning and ai analytics
fintech engineer;machine learning predictive analytics
fintech engineer;microservices
fintech engineer;financial domain knowledge
fintech engineer;machine learning basics
fintech engineer;cloud basics
fintech engineer;financial modeling
fintech engineer;blockchain development
fintech engineer;innovation management
fintech engineer;stakeholder engagement
fintech engineer;agility
fintech engineer;predictive modeling
fintech engineer;cybersecurity basics
fintech engineer;api design
fintech engineer;smart contracts
fintech engineer;advanced sql
fintech engineer;predictive modeling and automation
fintech engineer;javascript
fintech engineer;teamwork
fintech engineer;project leadership
fintech engineer;devops practices
fintech engineer;api integration
fintech engineer;advanced python
fintech engineer;sql basics
fintech engineer;ml analytics
fintech engineer;innovation
fintech engineer;adaptability
fintech engineer;project management
fintech engineer;cybersecurity expertise
fintech engineer;innovation strategy
fintech engineer;collaboration
fintech engineer;financial knowledge basics
fintech engineer;devops
fintech engineer;intro to ml
fintech engineer;problem solving
fintech engineer;aws basics
fintech engineer;blockchain & smart contracts
fintech engineer;financial products understanding
fintech engineer;communication
fintech engineer;cybersecurity awareness
fintech engineer;cybersecurity compliance
fintech engineer;introductory data science
fintech engineer;devops in fintech
fintech engineer;devops automation
fintech engineer;sql fundamentals
fintech engineer;machine learning for analytics
fintech engineer;advanced javascript
fintech engineer;cybersecurity
fintech engineer;team management
fintech engineer;financial products knowledge
fintech engineer;leadership
fintech engineer;python basics
fintech engineer;data analysis
fintech engineer;azure basics
fintech engineer;smart contract implementation
fintech engineer;blockchain and dlt
fintech engineer;blockchain implementation
fintech engineer;blockchain fundamentals
frontend developer - entry level;javascript
frontend developer - entry level;css
frontend developer - entry level;css3
frontend developer - entry level;browser developer tools
frontend developer - entry level;angular
frontend developer - entry level;tailwind css
frontend developer - entry level;html
frontend developer - entry level;react
frontend developer - entry level;html5
frontend developer - entry level;bootstrap
frontend developer - entry level;vue.js
frontend developer - entry level;git
frontend developer - entry level;javascript es6+
frontend developer - experienced;react
frontend developer - experienced;html5
frontend developer - experienced;lazy loading
frontend developer - experienced;performance optimization
frontend developer - experienced;vue.js
frontend developer - experienced;javascript
frontend developer - experienced;unit & e2e testing
frontend developer - experienced;react/redux
frontend developer - experienced;css
frontend developer - experienced;angular
frontend developer - experienced;advanced react (hooks, redux)
frontend developer - experienced;ci/cd
frontend developer - experienced;git
frontend developer - experienced;javascript es6+
frontend developer - experienced;performance tuning
frontend developer - experienced;css3
frontend developer - experienced;html
frontend developer - experienced;test automation
game developer;directx basics
game developer;unity
game developer;c++ expert
game developer;performance optimization
game developer;c# expert
game developer;c#
game developer;debugging
game developer;graphics optimization
game developer;testing/debugging
game developer;animation basics
game developer;unreal engine
game developer;physics and collision basics
game developer;game mechanics basics
game developer;performance profiling
game developer;physics basics
game developer;game design
game developer;javascript
game developer;c# advanced
game developer;mobile/console development basics
game developer;game engines
game developer;collaboration
game developer;physics and animation basics
game developer;directx/opengl basics
game developer;shader programming hlsl/glsl
game developer;physics simulation
game developer;cross-platform deployment
game developer;gameplay systems
game developer;creativity
game developer;multiplayer networking
game developer;teamwork
game developer;c++
game developer;shader programming
game developer;mobile/console platform awareness
game developer;godot basics
game developer;opengl basics
game developer;advanced java
game developer;git basics
game developer;testing frameworks
game developer;java basics
game developer;leadership
game developer;advanced python
game developer;python basics
game developer;debugging and profiling
game developer;communication
game developer;physics
game developer;vr development
game developer;c++ basics
game developer;adaptability
game developer;unity basics
game developer;cross-platform development
game developer;mobile game awareness
game developer;3d design
game developer;ai programming
game developer;physics and collision handling
game developer;project management
game developer;advanced c++
game developer;unity expert
graphic designer;photoshop
graphic designer;web design basics
graphic designer;3d design
graphic designer;illustrator
graphic designer;after effects
graphic designer;web and mobile design
graphic designer;creativity
graphic designer;web design
graphic designer;typography
graphic designer;css
graphic designer;color theory
graphic designer;time management
graphic designer;ar/vr design
graphic designer;figma
graphic designer;communication
graphic designer;motion graphics
graphic designer;adaptability
graphic designer;indesign
graphic designer;adobe indesign
graphic designer;html
graphic designer;adobe xd
ios mobile developer;swift
ios mobile developer;rest api
ios mobile developer;xcode
ios mobile developer;objective-c
ios mobile developer;uikit
ios mobile developer;cocoa touch
ios mobile developer;simulator
ios mobile developer;ui/ux
ios mobile developer;json
ios mobile developer;git
junior ios developer;swift
junior ios developer;ui/ux
junior ios developer;agility
junior ios developer;ios sdk
junior ios developer;rest api
junior ios developer;json handling
junior ios developer;xcode
junior ios developer;objective-c
junior ios developer;interface builder
junior ios developer;cocoa touch
junior ios developer;mobile development
junior ios developer;git
ios app developer intern;swift
ios app developer intern;mvc
ios app developer intern;xcode
ios app developer intern;uikit
ios app developer intern;cocoa touch
ios app developer intern;debugging
ios app developer intern;git
entry-level ios developer;swift
entry-level ios developer;ui/ux
entry-level ios developer;xcode
entry-level ios developer;objective-c
entry-level ios developer;cocoa touch
entry-level ios developer;simulator
graduate ios developer;swift
graduate ios developer;mvc
graduate ios developer;xcode
graduate ios developer;uikit
graduate ios developer;cocoa touch
graduate ios developer;git
trainee ios developer;swift
trainee ios developer;rest api
trainee ios developer;json handling
trainee ios developer;xcode
trainee ios developer;cocoa touch
trainee ios developer;simulator
junior swift developer;swift
junior swift developer;git
junior swift developer;xcode
junior swift developer;objective-c
junior swift developer;ui/ux guidelines
ios developer trainee;swift
ios developer trainee;xcode
ios developer trainee;uikit
ios developer trainee;cocoa touch
ios developer trainee;simulator
associate ios engineer;swift
associate ios engineer;rest api
associate ios engineer;objective-c
associate ios engineer;json
associate ios engineer;git
ios junior developer;swift
ios junior developer;mvc
ios junior developer;xcode
ios junior developer;cocoa touch
ios junior developer;simulator
ios developer;swift
ios developer;mobile development
ios developer;ios sdk
ios developer;rest api
ios developer;xcode
ios developer;objective-c
ios developer;cocoa touch
ios developer;sql
ios developer;mvvm
ios developer;ui/ux
ios developer;app store submission
ios developer;git
ios application developer;swift
ios application developer;jenkins
ios application developer;firebase
ios application developer;xcode
ios application developer;objective-c
ios application developer;core data
ios application developer;core animation
senior ios developer;swift
senior ios developer;graphql
senior ios developer;objective-c
senior ios developer;core data
senior ios developer;ci/cd
senior ios developer;mvvm
senior ios developer;github actions
lead ios engineer;swift
lead ios engineer;core text
lead ios engineer;jira
lead ios engineer;coregraphics
lead ios engineer;objective-c
lead ios engineer;ci/cd
lead ios engineer;agile
ios mobile app engineer;swift
ios mobile app engineer;kotlin
ios mobile app engineer;firebase
ios mobile app engineer;objective-c
ios mobile app engineer;crashlytics
ios mobile app engineer;mvvm
ios mobile app engineer;unit testing
ios solutions engineer;swift
ios solutions engineer;graphql
ios solutions engineer;performance tuning
ios solutions engineer;objective-c
ios solutions engineer;core data
ios solutions engineer;xcode instruments
ios architect;swift
ios architect;jira
ios architect;objective-c
ios architect;ci/cd
ios architect;mvvm
ios architect;mvp
ios architect;core animation
ios tech lead;swift
ios tech lead;rest api
ios tech lead;objective-c
ios tech lead;scrum
ios tech lead;core data
ios tech lead;ci/cd
ios tech lead;agile
principal ios developer;swift
principal ios developer;app performance optimization
principal ios developer;objective-c
principal ios developer;ci/cd
principal ios developer;mvvm
principal ios developer;core animation
senior ios engineer;swift
senior ios engineer;graphql
senior ios engineer;jenkins
senior ios engineer;xcode
senior ios engineer;objective-c
senior ios engineer;crashlytics
senior ios engineer;core data
senior ios engineer;core animation
iot engineer;iot architecture
iot engineer;strategic planning
iot engineer;agile awareness
iot engineer;network security and optimization
iot engineer;project execution
iot engineer;coap
iot engineer;sensor fusion and actuator control
iot engineer;embedded firmware
iot engineer;mqtt
iot engineer;advanced java
iot engineer;c++ expert
iot engineer;java basics
iot engineer;ci/cd pipelines
iot engineer;lora basics
iot engineer;project strategy
iot engineer;bluetooth
iot engineer;advanced c++
iot engineer;analytics
iot engineer;real-time analytics
iot engineer;tcp/ip, ipv6
iot engineer;cloud basics
iot engineer;edge computing
iot engineer;power bi
iot engineer;network optimization
iot engineer;aws, azure, gcp iot
iot engineer;cloud iot basics
iot engineer;azure iot basics
iot engineer;teamwork
iot engineer;python
iot engineer;advanced python
iot engineer;machine learning
iot engineer;real-time analytics and ml
iot engineer;c++ basics
iot engineer;project management
iot engineer;sensor integration
iot engineer;aws iot basics
iot engineer;gcp iot advanced
iot engineer;collaboration
iot engineer;actuator integration
iot engineer;machine learning integration
iot engineer;problem solving
iot engineer;bluetooth and zigbee protocols
iot engineer;ci/cd automation
iot engineer;communication
iot engineer;ipv6 basics
iot engineer;iot architecture and deployment
iot engineer;c basics
iot engineer;coap basics
iot engineer;network security
iot engineer;data pipelines
iot engineer;c advanced
iot engineer;tableau
iot engineer;advanced c programming
iot engineer;tcp/ip
iot engineer;sensor and actuator integration
iot engineer;team management
iot engineer;zigbee basics
iot engineer;leadership
iot engineer;python basics
iot engineer;google cloud iot basics
iot engineer;zigbee
iot engineer;mqtt, coap, lorawan, nb-iot
iot engineer;ci/cd
iot engineer;embedded systems development
iot engineer;embedded systems
iot engineer;java
javascript developer;graphql
javascript developer;redux/vuex
javascript developer;html5
javascript developer;react
javascript developer;typescript
javascript developer;rest api/graphql
javascript developer;performance optimization
javascript developer;webpack, babel
javascript developer;docker
javascript developer;css3
javascript developer;rest api
javascript developer;vue.js
javascript developer;advanced javascript
javascript developer;testing frameworks: jest, mocha, cypress
javascript developer;collaboration
javascript developer;web performance optimization
javascript developer;ajax
javascript developer;ci/cd
javascript developer;jest, cypress
javascript developer;docker, ci/cd
javascript developer;javascript expert
javascript developer;teamwork
javascript developer;team management
javascript developer;npm, yarn
javascript developer;problem solving
javascript developer;webpack, babel, npm, yarn
javascript developer;ajax/json
javascript developer;git basics
javascript developer;angular
javascript developer;leadership
javascript developer;react, angular, vue.js
javascript developer;responsive design
javascript developer;ci/cd pipelines
javascript developer;communication
javascript developer;git
javascript developer;performance tuning
javascript developer;adaptability
javascript developer;node.js
javascript developer;javascript es6+
javascript developer;project management
javascript developer;express.js
javascript developer;async programming
javascript developer;rest api integration
javascript developer;json
java developer;java collections
java developer;servlets
java developer;rest api
java developer;sql
java developer;version control (git)
java developer;junit
java developer;testng
java developer;system design
java developer;postgresql
java developer;selenium
java developer;hibernate
java developer;j2ee
java developer;microservices
java developer;html
java developer;encapsulation
java developer;concurrency
java developer;debugging
java developer;polymorphism
java developer;soap apis
java developer;mongodb
java developer;spring boot
java developer;collections framework
java developer;agile
java developer;cloud computing
java developer;kafka
java developer;docker
java developer;java apis
java developer;jpa
java developer;software development
java developer;database tuning
java developer;javascript
java developer;multithreading basics
java developer;css
java developer;nosql
java developer;sql basics
java developer;file handling
java developer;spring basics
java developer;jdbc
java developer;object-oriented programming
java developer;networking
java developer;junit basics
java developer;problem solving
java developer;cassandra
java developer;advanced java
java developer;gradle
java developer;inheritance
java developer;angular/react
java developer;database management
java developer;kubernetes
java developer;spring
java developer;maven
java developer;advanced sql
java developer;exception handling
java developer;core java
java developer;jvm internals
java developer;performance optimization
java developer;mockito
java developer;jenkins
java developer;mentoring
java developer;collaboration
java developer;java i/o
java developer;leadership
java developer;ci/cd
java developer;git
java developer;performance tuning
java developer;database basics
java developer;java
java developer;jsp
marketing specialist;marketing strategy
marketing specialist;seo/sem/ppc
marketing specialist;content marketing
marketing specialist;ai marketing tools
marketing specialist;budgeting
marketing specialist;ppc campaigns
marketing specialist;event management
marketing specialist;canva and adobe creative suite
marketing specialist;creative design tools
marketing specialist;seo/sem
marketing specialist;campaign management
marketing specialist;multi-channel campaigns
marketing specialist;ppc ads
marketing specialist;lead nurturing
marketing specialist;time management
marketing specialist;market research
marketing specialist;email marketing
marketing specialist;analytics
marketing specialist;canva and wordpress basics
marketing specialist;email automation tools (hubspot, marketo)
marketing specialist;analytics basics
marketing specialist;emerging marketing technologies
marketing specialist;collaboration and communication
marketing specialist;content creation
marketing specialist;brand management
marketing specialist;data-driven decisions
marketing specialist;sem basics
marketing specialist;team communication
marketing specialist;email automation
marketing specialist;team coordination
marketing specialist;analytics (ga, tableau)
marketing specialist;content strategy
marketing specialist;analytics and roi reporting
marketing specialist;lead generation
marketing specialist;social media platforms
marketing specialist;lead generation and multi-channel campaigns
marketing specialist;digital strategy
marketing specialist;copywriting
marketing specialist;social media management
marketing specialist;ppc management
marketing specialist;digital campaigns management
marketing specialist;advanced digital campaigns
marketing specialist;data-driven analytics
marketing specialist;ai-driven personalization
marketing specialist;collaboration
marketing specialist;email campaigns
marketing specialist;blogging
marketing specialist;adobe creative suite
marketing specialist;lead generation campaigns
marketing specialist;campaign coordination
marketing specialist;campaign optimization
marketing specialist;event coordination
marketing specialist;video production
marketing specialist;data analysis
marketing specialist;analytics and roi optimization
marketing specialist;basic seo
marketing specialist;social media basics
market research analyst;advanced analytics
market research analyst;regression
market research analyst;sql
market research analyst;forecasting
market research analyst;power bi
market research analyst;data visualization
market research analyst;consumer behavior analysis
market research analyst;excel advanced functions
market research analyst;competitive intelligence
market research analyst;statistical analysis
market research analyst;predictive modeling
market research analyst;excel
market research analyst;python
market research analyst;qualitative research
market research analyst;presentation skills
market research analyst;spss
market research analyst;competitive analysis
market research analyst;time management
market research analyst;python basics
market research analyst;communication
market research analyst;data analysis
market research analyst;data storytelling
market research analyst;sas
market research analyst;advanced statistical analysis
market research analyst;advanced data analysis
market research analyst;data collection
market research analyst;r
market research analyst;critical thinking
market research analyst;survey design
market research analyst;attention to detail
market research analyst;business strategy
market research analyst;report writing
market research analyst;market segmentation
market research analyst;predictive analytics
market research analyst;tableau
machine learning engineer - fresher;basic ml: classification, clustering
machine learning engineer - fresher;statistics: probability, linear algebra
machine learning engineer - fresher;python
machine learning engineer - fresher;visualization: matplotlib, seaborn
machine learning engineer - fresher;r
machine learning engineer - fresher;github
machine learning engineer - fresher;ml libraries: scikit-learn, tensorflow, pytorch
machine learning engineer - fresher;data preprocessing
machine learning engineer - fresher;java
machine learning engineer - fresher;feature engineering
ml engineer intern;statistics: probability, linear algebra
ml engineer intern;python
ml engineer intern;visualization: matplotlib, seaborn
ml engineer intern;r
ml engineer intern;ml libraries: scikit-learn, tensorflow, pytorch
ml engineer intern;github
ml engineer intern;data preprocessing
ml engineer intern;java
ml engineer intern;basic ml: classification, clustering
ml engineer intern;feature engineering
entry-level ml engineer;statistics: probability, linear algebra
entry-level ml engineer;python
entry-level ml engineer;r
entry-level ml engineer;ml libraries: scikit-learn, tensorflow, pytorch
entry-level ml engineer;github
entry-level ml engineer;data preprocessing
entry-level ml engineer;java
entry-level ml engineer;feature engineering
entry-level ml engineer;visualization: matplotlib, seaborn
entry-level ml engineer;basic ml: classification, clustering
ml engineer trainee;statistics and probability
ml engineer trainee;python
ml engineer trainee;basic ml: classification, clustering
ml engineer trainee;r
ml engineer trainee;github
ml engineer trainee;data preprocessing
ml engineer trainee;ml libraries: scikit-learn, tensorflow, pytorch
ml engineer trainee;java
ml engineer trainee;feature engineering
ml engineer trainee;visualization: matplotlib, seaborn
machine learning engineer - experienced;r
machine learning engineer - experienced;advanced python
machine learning engineer - experienced;feature engineering, etl automation
machine learning engineer - experienced;java
machine learning engineer - experienced;ml libraries: scikit-learn, tensorflow, pytorch
machine learning engineer - experienced;mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)
machine learning engineer - experienced;sql
machine learning engineer - experienced;big data: hadoop, spark
machine learning engineer - experienced;ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning
lead machine learning engineer;scala
lead machine learning engineer;feature engineering, etl pipelines
lead machine learning engineer;mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)
lead machine learning engineer;python
lead machine learning engineer;ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning
lead machine learning engineer;r
lead machine learning engineer;java
lead machine learning engineer;ml libraries: scikit-learn, tensorflow, pytorch
lead machine learning engineer;sql
lead machine learning engineer;big data: hadoop, spark
principal machine learning engineer;scala
principal machine learning engineer;feature engineering, etl automation
principal machine learning engineer;python
principal machine learning engineer;ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning
principal machine learning engineer;r
principal machine learning engineer;java
principal machine learning engineer;ml libraries: scikit-learn, tensorflow, pytorch
principal machine learning engineer;mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)
principal machine learning engineer;sql
principal machine learning engineer;big data: hadoop, spark
senior ml infrastructure engineer;scala
senior ml infrastructure engineer;big data: hadoop, spark
senior ml infrastructure engineer;feature engineering, etl automation
senior ml infrastructure engineer;python
senior ml infrastructure engineer;r
senior ml infrastructure engineer;mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)
senior ml infrastructure engineer;ml libraries: scikit-learn, tensorflow, pytorch
senior ml infrastructure engineer;java
senior ml infrastructure engineer;ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning
senior ml infrastructure engineer;sql
lead ml/ai engineer;scala
lead ml/ai engineer;feature engineering, etl pipelines
lead ml/ai engineer;python
lead ml/ai engineer;ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning
lead ml/ai engineer;r
lead ml/ai engineer;mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)
lead ml/ai engineer;java
lead ml/ai engineer;ml libraries: scikit-learn, tensorflow, pytorch
lead ml/ai engineer;sql
lead ml/ai engineer;big data: hadoop, spark
junior network engineer;dns
junior network engineer;wireshark
junior network engineer;cisco switches
junior network engineer;subnetting
junior network engineer;dhcp
junior network engineer;lan/wan
junior network engineer;cisco routers
junior network engineer;tcp/ip
network support engineer;ospf
network support engineer;bgp
network support engineer;vpn
network support engineer;solarwinds
network support engineer;routing
network support engineer;firewalls
associate network engineer;dns
associate network engineer;bash basics
associate network engineer;subnetting
associate network engineer;cisco ios
associate network engineer;dhcp
associate network engineer;python basics
trainee network engineer;ids/ips
trainee network engineer;firewalls
trainee network engineer;lan/wan
trainee network engineer;tcp/ip
trainee network engineer;nagios basics
network operations center (noc) engineer;network monitoring
network operations center (noc) engineer;incident management
network operations center (noc) engineer;nagios
network operations center (noc) engineer;tcp/ip
network operations center (noc) engineer;solarwinds
junior security & network engineer;wireshark
junior security & network engineer;ids/ips
junior security & network engineer;vpn
junior security & network engineer;cisco routers
junior security & network engineer;firewalls
graduate network engineer;switching
graduate network engineer;lan/wan
graduate network engineer;python basics
graduate network engineer;routing
entry-level network analyst;dns
entry-level network analyst;wireshark
entry-level network analyst;subnetting
entry-level network analyst;nagios
entry-level network analyst;tcp/ip
network intern;dhcp
network intern;subnetting
network intern;vpn
