source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,"cms basics (wordpress, hubspot)","cms basics (wordpress, hubspot)",1.0,exact,accepted
Jobs,cms familiarity,cms familiarity,1.0,exact,accepted
Jobs,cms knowledge,cms knowledge,1.0,exact,accepted
Jobs,cms proficiency,cms proficiency,1.0,exact,accepted
Jobs,cms tools,cms tools,1.0,exact,accepted
Jobs,cms tools (wordpress),cms tools,0.9201,semantic,accepted
Jobs,cms usage,cms tools,0.7543,semantic,review
Jobs,cnc machines,cnc machines,1.0,exact,accepted
Jobs,cnc programming,cnc programming,1.0,exact,accepted
Jobs,coap,coap,1.0,exact,accepted
Jobs,coap basics,coap basics,1.0,exact,accepted
OBE,cobit,cobit,1.0,exact,accepted
Jobs,cobol,cobol,1.0,exact,accepted
Jobs,cocoa touch,cocoa touch,1.0,exact,accepted
Jobs,code coverage,code coverage,1.0,exact,accepted
Jobs,code evaluation,code evaluation,1.0,exact,accepted
Jobs,code evaluation and debugging,code evaluation and debugging,1.0,exact,accepted
Jobs,code evaluation and debugging advanced,code evaluation and debugging,0.9294,semantic,accepted
Jobs,code quality,code quality,1.0,exact,accepted
Jobs,code review,code review,1.0,exact,accepted
Jobs,code review basics,code review,0.9089,semantic,accepted
Jobs,collaboration,collaboration,1.0,exact,accepted
Course,collaboration,collaboration,1.0,exact,accepted
Jobs,collaboration and communication,collaboration and communication,1.0,exact,accepted
Jobs,collaboration and leadership,collaboration,0.796,semantic,review
Jobs,collaboration and mentoring,mentoring,0.8599,semantic,accepted
Jobs,collaboration and team management,collaboration,0.7873,semantic,review
Jobs,collaboration and teamwork,collaboration,0.8775,semantic,accepted
Jobs,collaboration tools,collaboration tools,1.0,exact,accepted
Jobs,collaboration with cross-functional teams,collaboration,0.967,semantic,accepted
Jobs,collaboration with marketing and design teams,collaboration with marketing teams,0.8969,semantic,accepted
Jobs,collaboration with marketing teams,collaboration with marketing teams,1.0,exact,accepted
Jobs,collaboration with teams,collaboration,0.8348,semantic,review
Jobs,collections framework,collections framework,1.0,exact,accepted
Jobs,color correction,color correction,1.0,exact,accepted
Jobs,color theory,color theory,1.0,exact,accepted
Course,combinatorics,combinatorics,1.0,exact,accepted
Jobs,communication,communication,1.0,exact,accepted
Course,communication,communication,1.0,exact,accepted
Jobs,communication and coordination,communication and coordination,1.0,exact,accepted
Jobs,communication and interpersonal skills,communication skills,0.8653,semantic,accepted
Jobs,communication protocols,network protocols,0.8711,semantic,accepted
Jobs,communication skills,communication skills,1.0,exact,accepted
Course,compensation,compensation,1.0,exact,accepted
Jobs,competitive analysis,competitive analysis,1.0,exact,accepted
Jobs,competitive intelligence,competitive intelligence,1.0,exact,accepted
Jobs,complex sql queries,sql,0.734,semantic,review
Jobs,compliance,compliance,1.0,exact,accepted
Jobs,"compliance (gdpr, pci-dss)","compliance (gdpr, pci-dss)",1.0,exact,accepted
Jobs,"compliance (nist, iso)","compliance (nist, iso)",1.0,exact,accepted
Jobs,compliance and risk assessment,compliance and risk assessment,1.0,exact,accepted
Jobs,compliance as code,compliance as code,1.0,exact,accepted
Jobs,compliance auditing,compliance auditing,1.0,exact,accepted
Jobs,compliance automation,compliance automation,1.0,exact,accepted
Jobs,compliance awareness,compliance,0.8735,semantic,accepted
Jobs,compliance frameworks,compliance frameworks,1.0,exact,accepted
Jobs,compositing,compositing,1.0,exact,accepted
Jobs,comprehensive content strategy,content strategy,0.8645,semantic,accepted
Course,computational logic,computational logic,1.0,exact,accepted
Course,computational thinking,computational thinking,1.0,exact,accepted
Course,computer architecture,computer architecture,1.0,exact,accepted
Course,computer graphic techniques,computer graphic techniques,1.0,exact,accepted
Course,computer graphics,computer graphics,1.0,exact,accepted
Course,computer science,computer science,1.0,exact,accepted
Jobs,computer vision,computer vision,1.0,exact,accepted
Course,computer vision,computer vision,1.0,exact,accepted
Jobs,concurrency,concurrency,1.0,exact,accepted
Jobs,concurrency basics,concurrency,0.9323,semantic,accepted
Jobs,configuration management,configuration management,1.0,exact,accepted
Course,conflict management,conflict resolution,0.8722,semantic,accepted
Jobs,conflict resolution,conflict resolution,1.0,exact,accepted
Jobs,confluence,confluence,1.0,exact,accepted
Jobs,consensus algorithms,consensus algorithms,1.0,exact,accepted
Jobs,consul,consul,1.0,exact,accepted
Jobs,consumer behavior analysis,consumer behavior analysis,1.0,exact,accepted
Jobs,container orchestration,container orchestration,1.0,exact,accepted
Jobs,container security,container security,1.0,exact,accepted
Jobs,containerization,containerization,1.0,exact,accepted
Jobs,containerization basics (docker),docker,0.765,semantic,review
Jobs,content adaptation for brand voice,content adaptation for brand voice,1.0,exact,accepted
Jobs,content and social media campaigns,social media campaigns,0.9094,semantic,accepted
Jobs,content and social media marketing,content marketing,0.8158,semantic,review
Jobs,content calendar management,content calendar management,1.0,exact,accepted
Jobs,content creation,content creation,1.0,exact,accepted
Jobs,content creation and copywriting,content creation and copywriting,1.0,exact,accepted
Jobs,content creation and social media marketing,content marketing,0.7461,semantic,review
Jobs,content creation and social media strategy,content marketing,0.8821,semantic,accepted
Jobs,content creation and strategy,content strategy,0.8577,semantic,accepted
Jobs,content editing and proofreading,proofreading,0.736,semantic,review
Jobs,content formatting,content formatting,1.0,exact,accepted
Jobs,content management,content management,1.0,exact,accepted
Jobs,content marketing,content marketing,1.0,exact,accepted
Jobs,content marketing and creation,content marketing,0.8832,semantic,accepted
Jobs,content marketing and social media strategy,content marketing,0.7757,semantic,review
Jobs,content marketing optimization,content marketing optimization,1.0,exact,accepted
Jobs,content marketing strategy,content marketing,0.8844,semantic,accepted
Jobs,content optimization,content strategy,0.7338,semantic,review
Jobs,content optimization basics,content strategy,0.7238,semantic,review
Jobs,content research,content research,1.0,exact,accepted
Jobs,content research and accuracy,content research and accuracy,1.0,exact,accepted
Jobs,content strategy,content strategy,1.0,exact,accepted
Jobs,content strategy and optimization,content strategy,0.903,semantic,accepted
Jobs,content strategy and seo copywriting,seo copywriting,0.8895,semantic,accepted
Jobs,content strategy development,content strategy,0.8618,semantic,accepted
Jobs,content strategy leadership,content strategy leadership,1.0,exact,accepted
Jobs,content strategy planning,content strategy,0.9008,semantic,accepted
Jobs,content strategy support,content strategy support,1.0,exact,accepted
Jobs,continuous integration,continuous integration,1.0,exact,accepted
Jobs,continuous security,continuous security,1.0,exact,accepted
Course,contract management,contract management,1.0,exact,accepted
Jobs,control algorithms,control algorithms,1.0,exact,accepted
Jobs,control algorithms advanced,control algorithms,0.903,semantic,accepted
Jobs,control flow,control flow,1.0,exact,accepted
Jobs,control systems,control systems,1.0,exact,accepted
Jobs,control systems advanced,control systems advanced,1.0,exact,accepted
Jobs,control theory,control theory,1.0,exact,accepted
Jobs,conversion rate optimization,conversion rate optimization,1.0,exact,accepted
Jobs,coordination,coordination,1.0,exact,accepted
Jobs,copywriting,copywriting,1.0,exact,accepted
Jobs,corda,corda,1.0,exact,accepted
Jobs,corda basics,corda basics,1.0,exact,accepted
Jobs,core animation,core animation,1.0,exact,accepted
Jobs,core data,core data,1.0,exact,accepted
Jobs,core java,core java,1.0,exact,accepted
Jobs,core javascript es6+,javascript es6+,0.9159,semantic,accepted
Jobs,core text,core text,1.0,exact,accepted
Jobs,coregraphics,coregraphics,1.0,exact,accepted
Course,corporate accouting,corporate accouting,1.0,exact,accepted
Course,correlation and dependence,correlation and dependence,1.0,exact,accepted
Course,cost accounting,cost accounting,1.0,exact,accepted
Jobs,cost optimization,cost optimization,1.0,exact,accepted
Jobs,coverage.py,coverage.py,1.0,exact,accepted
Jobs,crashlytics,crashlytics,1.0,exact,accepted
Jobs,crawlability and indexing optimization,crawlability and indexing optimization,1.0,exact,accepted
Jobs,crawlability checks,crawlability checks,1.0,exact,accepted
Jobs,"crawlability, indexing, and site structure optimization",crawlability and indexing optimization,0.911,semantic,accepted
Jobs,creative design tools,creative design tools,1.0,exact,accepted
Jobs,creative problem solving,creative problem solving,1.0,exact,accepted
Jobs,creativity,creativity,1.0,exact,accepted
Course,creativity,creativity,1.0,exact,accepted
Jobs,creativity and storytelling,creativity and storytelling,1.0,exact,accepted
Jobs,critical thinking,critical thinking,1.0,exact,accepted
Course,critical thinking,critical thinking,1.0,exact,accepted
Jobs,crm,crm,1.0,exact,accepted
OBE,crm (customer relationship management),customer relationship management,0.8417,semantic,review
Jobs,"crm and automation tools (hubspot, marketo, salesforce)","crm tools (hubspot, salesforce)",0.8847,semantic,accepted
Jobs,crm and marketing automation tools,crm and marketing automation tools,1.0,exact,accepted
Jobs,crm basics,crm,0.8621,semantic,accepted
Jobs,"crm tools (hubspot, marketo, salesforce)","crm tools (hubspot, salesforce)",0.9374,semantic,accepted
Jobs,"crm tools (hubspot, salesforce)","crm tools (hubspot, salesforce)",1.0,exact,accepted
Jobs,"crm tools (hubspot, salesforce, marketo)","crm tools (hubspot, salesforce)",0.9388,semantic,accepted
Course,cross platform development,cross-platform development,0.9886,semantic,accepted
Jobs,cross-chain,cross-chain,1.0,exact,accepted
Jobs,cross-chain development,cross-chain development,1.0,exact,accepted
Jobs,cross-chain interoperability,cross-chain interoperability,1.0,exact,accepted
Jobs,cross-chain solutions,cross-chain solutions,1.0,exact,accepted
Jobs,cross-channel campaign coordination,multi-channel campaigns,0.7819,semantic,review
Jobs,cross-channel campaign management,multi-channel campaigns,0.8269,semantic,review
Jobs,cross-functional collaboration,collaboration,0.747,semantic,review
Jobs,cross-functional coordination,cross-functional coordination,1.0,exact,accepted
Jobs,cross-functional leadership,cross-functional leadership,1.0,exact,accepted
Jobs,cross-functional team collaboration,collaboration,0.967,semantic,accepted
Jobs,cross-functional team leadership,cross-functional leadership,0.8959,semantic,accepted
Jobs,cross-platform deployment,cross-platform deployment,1.0,exact,accepted
Jobs,cross-platform development,cross-platform development,1.0,exact,accepted
Jobs,cross-platform optimization,cross-platform optimization,1.0,exact,accepted
Jobs,cross-team collaboration,collaboration,0.8205,semantic,review
Jobs,cryptocurrency,cryptocurrency,1.0,exact,accepted
Jobs,cryptography,cryptography,1.0,exact,accepted
Course,cryptography,cryptography,1.0,exact,accepted
Jobs,cryptography advanced,cryptography advanced,1.0,exact,accepted
Jobs,cryptography and ssl/tls,"cryptography, ssl/tls",0.9837,semantic,accepted
Jobs,cryptography basics,cryptography,0.8616,semantic,accepted
Jobs,cryptography expert,cryptography expert,1.0,exact,accepted
Jobs,cryptography fundamentals,cryptography,0.8537,semantic,accepted
Jobs,"cryptography, ssl/tls","cryptography, ssl/tls",1.0,exact,accepted
OBE,css,css,1.0,exact,accepted
Jobs,css,css,1.0,exact,accepted
Course,css,css,1.0,exact,accepted
Jobs,css basics,css,0.8695,semantic,accepted
Jobs,css3,css3,1.0,exact,accepted
Jobs,css3 basics,css3,0.8945,semantic,accepted
Jobs,cucumber,cucumber,1.0,exact,accepted
Jobs,cucumber awareness,cucumber awareness,1.0,exact,accepted
Course,culture,culture,1.0,exact,accepted
Jobs,curiosity,curiosity,1.0,exact,accepted
Course,customer analysis,customer analysis,1.0,exact,accepted
Jobs,customer engagement,customer engagement,1.0,exact,accepted
Jobs,customer relationship management,customer relationship management,1.0,exact,accepted
Course,customer relationship management,customer relationship management,1.0,exact,accepted
Jobs,customer relationship management (crm),customer relationship management,0.8734,semantic,accepted
Jobs,customer service,customer service,1.0,exact,accepted
Course,customer success,customer success,1.0,exact,accepted
Course,customer support,customer support,1.0,exact,accepted
Jobs,customer-centric design awareness,customer-centric design awareness,1.0,exact,accepted
Jobs,customization,customization,1.0,exact,accepted
Jobs,cybersecurity,cybersecurity,1.0,exact,accepted
Course,cybersecurity,cybersecurity,1.0,exact,accepted
Jobs,cybersecurity and compliance,cybersecurity compliance,0.9757,semantic,accepted
Jobs,cybersecurity awareness,cybersecurity awareness,1.0,exact,accepted
Jobs,cybersecurity basics,cybersecurity basics,1.0,exact,accepted
Jobs,cybersecurity compliance,cybersecurity compliance,1.0,exact,accepted
Jobs,cybersecurity expertise,cybersecurity expertise,1.0,exact,accepted
Jobs,cybersecurity fundamentals,cybersecurity basics,0.881,semantic,accepted
Jobs,cypress,cypress,1.0,exact,accepted
Jobs,cypress basics,cypress,0.8638,semantic,accepted
Jobs,dagger,dagger,1.0,exact,accepted
Jobs,dapper,dapper,1.0,exact,accepted
Jobs,dapps basics,dapps basics,1.0,exact,accepted
Jobs,dapps fundamentals,dapps basics,0.9154,semantic,accepted
Jobs,dashboards,dashboard,0.0,manual,accepted
Jobs,dast,dast,1.0,exact,accepted
Jobs,data analysis,data analysis,1.0,exact,accepted
Course,data analysis,data analysis,1.0,exact,accepted
Jobs,"data analysis (excel, google analytics)","data analysis (excel, google analytics)",1.0,exact,accepted
Jobs,"data analysis (excel, sql basics)","data analysis (excel, sql basics)",1.0,exact,accepted
Jobs,"data analysis (google analytics, tableau)","analytics (ga, tableau)",0.8987,semantic,accepted
Jobs,data analysis and a/b testing,a/b testing,0.8657,semantic,accepted
Jobs,data analysis and experimentation,data analysis and experimentation,1.0,exact,accepted
Jobs,data analysis and metrics interpretation,data analysis and metrics interpretation,1.0,exact,accepted
Jobs,data analysis basics,data analysis,0.8277,semantic,review
Jobs,data analytics,analytics,0.8789,semantic,accepted
Jobs,data analytics and reporting,analytics,0.7687,semantic,review
Jobs,data analytics fundamentals,data analytics fundamentals,1.0,exact,accepted
Course,data architecture,data architecture,1.0,exact,accepted
Jobs,data cleaning,data cleaning,1.0,exact,accepted
Jobs,data cleansing,data cleaning,0.8964,semantic,accepted
Jobs,data collection,data collection,1.0,exact,accepted
Jobs,data engineering,data engineering,1.0,exact,accepted
Course,data engineering,data engineering,1.0,exact,accepted
Jobs,data governance,data governance,1.0,exact,accepted
Jobs,data integration,data integration,1.0,exact,accepted
Jobs,data interpretation,data interpretation,1.0,exact,accepted
Jobs,data lakes,data lakes,1.0,exact,accepted
Jobs,data management,data management,1.0,exact,accepted
Course,data management,data management,1.0,exact,accepted
OBE,data mining,data mining,1.0,exact,accepted
Jobs,data mining,data mining,1.0,exact,accepted
Course,data mining,data mining,1.0,exact,accepted
Course,data model,data modeling,0.8933,semantic,accepted
Jobs,data modeling,data modeling,1.0,exact,accepted
Jobs,data modeling basics,data modeling,0.8609,semantic,accepted
Jobs,data modeling techniques,data modeling,0.8974,semantic,accepted
Jobs,data partitioning,data partitioning,1.0,exact,accepted
Jobs,data pipelines,data pipelines,1.0,exact,accepted
Jobs,data pipelines and analytics,data pipelines,0.8709,semantic,accepted
Jobs,data preprocessing,data preprocessing,1.0,exact,accepted
Jobs,data processing,data processing,1.0,exact,accepted
Jobs,data profiling,data profiling,1.0,exact,accepted
Jobs,data quality tools,data quality tools,1.0,exact,accepted
Jobs,data recovery,data recovery,1.0,exact,accepted
Jobs,data reporting basics,data reporting basics,1.0,exact,accepted
Jobs,data science,data science,1.0,exact,accepted
Course,data science,data science,1.0,exact,accepted
Jobs,data security,data security,1.0,exact,accepted
Jobs,data storytelling,data storytelling,1.0,exact,accepted
Jobs,data structures,data structures,1.0,exact,accepted
Course,data structures,data structures,1.0,exact,accepted
Jobs,data types,data types,1.0,exact,accepted
Jobs,data visualization,data visualization,1.0,exact,accepted
Course,data visualization,data visualization,1.0,exact,accepted
Jobs,data visualization basics,data visualization,0.9383,semantic,accepted
Jobs,"data visualization: matplotlib, seaborn","visualization: matplotlib, seaborn",0.9759,semantic,accepted
OBE,data warehouse,data warehouse,1.0,exact,accepted
Jobs,data warehousing,data warehousing,1.0,exact,accepted
Course,data warehousing,data warehousing,1.0,exact,accepted
Jobs,data wrangling,data wrangling,1.0,exact,accepted
Jobs,data-driven analytics,data-driven analytics,1.0,exact,accepted
Jobs,data-driven campaign optimization,campaign optimization,0.8558,semantic,accepted
Jobs,data-driven campaign strategies,campaign optimization,0.8775,semantic,accepted
Jobs,data-driven decision making,data-driven decisions,0.9315,semantic,accepted
Jobs,data-driven decisions,data-driven decisions,1.0,exact,accepted
Jobs,data-driven marketing,data-driven marketing,1.0,exact,accepted
Jobs,data-driven marketing decisions,data-driven marketing,0.9099,semantic,accepted
Jobs,data-driven optimization,data-driven optimization,1.0,exact,accepted
Jobs,data-driven reporting,data-driven reporting,1.0,exact,accepted
Jobs,data-driven reporting and dashboards,data-driven reporting,0.8529,semantic,accepted
Jobs,data-driven sales,data-driven sales,1.0,exact,accepted
Jobs,data-driven strategy implementation,data-driven strategy implementation,1.0,exact,accepted
Jobs,data-driven ux,data-driven ux,1.0,exact,accepted
Jobs,"database & storage: sql, nosql, s3, azure blob storage","sql, nosql, s3, azure blob",0.9094,semantic,accepted
Jobs,database basics,database basics,1.0,exact,accepted
Jobs,database design,database design,1.0,exact,accepted
Jobs,database development,database development,1.0,exact,accepted
Jobs,database management,database management,1.0,exact,accepted
Jobs,database migration,database migration,1.0,exact,accepted
Jobs,database tuning,database tuning,1.0,exact,accepted
Jobs,databases,databases,1.0,exact,accepted
Course,databases,databases,1.0,exact,accepted
Jobs,databricks,databricks,1.0,exact,accepted
Jobs,datadog,datadog,1.0,exact,accepted
Jobs,dax,dax,1.0,exact,accepted
Jobs,debugging,debugging,1.0,exact,accepted
Jobs,debugging ai outputs,debugging ai outputs,1.0,exact,accepted
Jobs,debugging ai-generated code,debugging ai outputs,0.8753,semantic,accepted
Jobs,debugging and profiling,debugging and profiling,1.0,exact,accepted
Jobs,debugging basics,debugging,0.9323,semantic,accepted
Course,decision making,decision making,1.0,exact,accepted
OBE,decision tree,decision tree,1.0,exact,accepted
Jobs,decorators,decorators,1.0,exact,accepted
Jobs,deep learning,deep learning,1.0,exact,accepted
Course,deep learning,deep learning,1.0,exact,accepted
Jobs,deep nlp expertise,deep nlp expertise,1.0,exact,accepted
Jobs,defect management metrics,defect metrics,0.8961,semantic,accepted
Jobs,defect metrics,defect metrics,1.0,exact,accepted
Jobs,dependency management,dependency management,1.0,exact,accepted
Jobs,deployment,deployment,1.0,exact,accepted
Jobs,deployment automation,deployment automation,1.0,exact,accepted
Jobs,deployment strategies,deployment strategies,1.0,exact,accepted
Course,design and product,product design,0.9147,semantic,accepted
Jobs,design patterns,design patterns,1.0,exact,accepted
Jobs,design systems,design systems,1.0,exact,accepted
OBE,design thinking,design thinking,1.0,exact,accepted
Jobs,design thinking,design thinking,1.0,exact,accepted
Jobs,development,development,1.0,exact,accepted
OBE,devops,devops,1.0,exact,accepted
Jobs,devops,devops,1.0,exact,accepted
Course,devops,devops,1.0,exact,accepted
Jobs,devops automation,devops automation,1.0,exact,accepted
Jobs,devops in fintech,devops in fintech,1.0,exact,accepted
Jobs,devops practices,devops practices,1.0,exact,accepted
Jobs,devops tools,devops tools,1.0,exact,accepted
Jobs,devsecops,devsecops,1.0,exact,accepted
Jobs,devsecops practices,devsecops,0.8505,semantic,accepted
Jobs,dhcp,dhcp,1.0,exact,accepted
Course,differential equations,differential equations,1.0,exact,accepted
Jobs,digital advertising basics,digital advertising basics,1.0,exact,accepted
Jobs,digital campaign strategy,digital campaign strategy,1.0,exact,accepted
Jobs,digital campaigns management,digital campaigns management,1.0,exact,accepted
Jobs,digital forensics,digital forensics,1.0,exact,accepted
Course,digital marketing,marketing strategy,0.87,semantic,accepted
Jobs,digital marketing awareness,digital marketing awareness,1.0,exact,accepted
Jobs,digital marketing basics,marketing strategy,0.9014,semantic,accepted
Jobs,digital marketing campaigns,advanced digital campaigns,0.8399,semantic,review
Jobs,digital marketing channel familiarity,digital marketing familiarity,0.8938,semantic,accepted
Jobs,digital marketing channels and tools,digital marketing channels and tools,1.0,exact,accepted
Jobs,digital marketing expertise,digital marketing expertise,1.0,exact,accepted
Jobs,digital marketing familiarity,digital marketing familiarity,1.0,exact,accepted
Jobs,digital marketing fundamentals,marketing strategy,0.9014,semantic,accepted
Jobs,digital marketing integration,digital marketing integration,1.0,exact,accepted
Jobs,digital marketing knowledge,digital marketing knowledge,1.0,exact,accepted
Jobs,digital marketing strategy,marketing strategy,0.8019,semantic,review
Jobs,digital marketing tools,digital marketing tools,1.0,exact,accepted
Jobs,"digital marketing tools (ga, semrush)","digital marketing tools (ga, semrush)",1.0,exact,accepted
Jobs,"digital marketing tools (ga, semrush, hubspot)","digital marketing tools (ga, semrush)",0.9281,semantic,accepted
Jobs,"digital marketing tools (ga4, semrush, hubspot)","digital marketing tools (ga, semrush)",0.8826,semantic,accepted
Jobs,"digital marketing tools (google analytics, semrush)","digital marketing tools (ga, semrush)",0.9354,semantic,accepted
Jobs,"digital marketing tools (google analytics, semrush, hubspot)","digital marketing tools (ga, semrush)",0.8734,semantic,accepted
Jobs,digital marketing tools proficiency,digital marketing tools proficiency,1.0,exact,accepted
Jobs,digital sales awareness,digital sales awareness,1.0,exact,accepted
Jobs,digital sales fundamentals,digital sales fundamentals,1.0,exact,accepted
Jobs,digital strategy,digital strategy,1.0,exact,accepted
Jobs,digital strategy development,digital strategy,0.8778,semantic,accepted
Course,dimensionality reduction,dimensionality reduction,1.0,exact,accepted
Jobs,directx basics,directx basics,1.0,exact,accepted
Jobs,directx/opengl basics,directx/opengl basics,1.0,exact,accepted
Course,distributed computing architecture,distributed systems,0.7226,semantic,review
Jobs,distributed ledger,distributed ledger,1.0,exact,accepted
Jobs,distributed systems,distributed systems,1.0,exact,accepted
Jobs,distributed systems architecture,distributed systems,0.8545,semantic,accepted
Jobs,distributed systems design,distributed systems,0.8846,semantic,accepted
Jobs,distributed systems design and management,distributed systems,0.8236,semantic,review
Jobs,distributed systems management,distributed systems,0.8448,semantic,review
Jobs,django,django,1.0,exact,accepted
Course,django,django,1.0,exact,accepted
Jobs,django advanced,django advanced,1.0,exact,accepted
Jobs,django basics,django,0.8775,semantic,accepted
Jobs,django/flask,django/flask,1.0,exact,accepted
Jobs,dns,dns,1.0,exact,accepted
OBE,docker,docker,1.0,exact,accepted
Jobs,docker,docker,1.0,exact,accepted
Course,docker,docker,1.0,exact,accepted
Jobs,docker basics,docker,0.8636,semantic,accepted
Jobs,docker fundamentals,docker,0.806,semantic,review
Jobs,docker introduction,docker,0.8616,semantic,accepted
Jobs,docker swarm,docker swarm,1.0,exact,accepted
Jobs,"docker, ci/cd","docker, ci/cd",1.0,exact,accepted
Jobs,"docker, kubernetes",docker/kubernetes,0.9851,semantic,accepted
Jobs,"docker, kubernetes advanced",docker/kubernetes,0.9373,semantic,accepted
Jobs,"docker, kubernetes expert",docker/kubernetes,0.9215,semantic,accepted
Jobs,docker/kubernetes,docker/kubernetes,1.0,exact,accepted
Jobs,docker/kubernetes basics,docker/kubernetes,0.928,semantic,accepted
Jobs,docker/kubernetes fundamentals,docker/kubernetes,0.9217,semantic,accepted
Jobs,documentation,documentation,1.0,exact,accepted
Jobs,drawing,drawing,1.0,exact,accepted
Jobs,dynamics,dynamics,1.0,exact,accepted
Course,e-commerce,e-commerce,1.0,exact,accepted
Jobs,e-commerce platforms,e-commerce platforms,1.0,exact,accepted
Jobs,ec2,ec2,1.0,exact,accepted
Course,econometrics,econometrics,1.0,exact,accepted
Jobs,edge computing,edge computing,1.0,exact,accepted
Jobs,editing,editing,1.0,exact,accepted
Jobs,editing and fact-checking,editing and fact-checking,1.0,exact,accepted
Jobs,editing and proofreading,proofreading,0.8329,semantic,review
Jobs,eigrp,eigrp,1.0,exact,accepted
Jobs,elasticsearch,elasticsearch,1.0,exact,accepted
Jobs,elk stack,elk stack,1.0,exact,accepted
Jobs,email and social media familiarity,email and social media familiarity,1.0,exact,accepted
Jobs,email automation,email automation,1.0,exact,accepted
Jobs,email automation and personalization,email automation and personalization,1.0,exact,accepted
Jobs,"email automation tools (hubspot, marketo)","email automation tools (hubspot, marketo)",1.0,exact,accepted
Jobs,email campaigns,email campaigns,1.0,exact,accepted
Jobs,email marketing,email marketing,1.0,exact,accepted
Jobs,"email marketing (mailchimp, hubspot basics)","email automation tools (hubspot, marketo)",0.7226,semantic,review
Jobs,email marketing and automation,email automation,0.8508,semantic,accepted
Jobs,email marketing automation,email automation,0.8757,semantic,accepted
Jobs,email marketing basics,email marketing,0.8918,semantic,accepted
Jobs,email marketing tools,email marketing,0.7856,semantic,review
Jobs,"email marketing tools (mailchimp, hubspot) basics","email automation tools (hubspot, marketo)",0.7802,semantic,review
Jobs,email marketing tools basics,email marketing,0.749,semantic,review
Jobs,embedded c,embedded c,1.0,exact,accepted
Jobs,embedded firmware,embedded firmware,1.0,exact,accepted
Jobs,embedded firmware and hardware interfacing,embedded firmware,0.8805,semantic,accepted
Jobs,embedded firmware design,embedded firmware,0.9062,semantic,accepted
Jobs,embedded firmware development,embedded firmware,0.9193,semantic,accepted
Jobs,embedded firmware optimization,embedded firmware,0.8431,semantic,review
Jobs,embedded firmware understanding,embedded firmware,0.8605,semantic,accepted
Jobs,embedded systems,embedded systems,1.0,exact,accepted
Jobs,embedded systems advanced,embedded systems advanced,1.0,exact,accepted
Jobs,embedded systems basics,embedded systems,0.853,semantic,accepted
Jobs,embedded systems design,embedded systems,0.8823,semantic,accepted
Jobs,embedded systems development,embedded systems development,1.0,exact,accepted
Jobs,embedded systems expert,embedded systems expert,1.0,exact,accepted
Jobs,emerging marketing technologies,emerging marketing technologies,1.0,exact,accepted
Jobs,"emerging marketing technologies (ai tools, personalization)",ai marketing tools,0.8099,semantic,review
Jobs,emerging marketing technologies (ai-driven personalization),ai marketing tools,0.721,semantic,review
Jobs,emerging technologies in marketing,emerging marketing technologies,0.969,semantic,accepted
Course,emotional intelligence,emotional intelligence,1.0,exact,accepted
Course,employee relations,employee relations,1.0,exact,accepted
Jobs,encapsulation,encapsulation,1.0,exact,accepted
Jobs,encryption,encryption,1.0,exact,accepted
Jobs,encryption basics,encryption,0.8713,semantic,accepted
Jobs,encryption fundamentals,encryption,0.8421,semantic,review
Jobs,end-to-end project management,end-to-end project management,1.0,exact,accepted
Jobs,ensemble methods,ensemble methods,1.0,exact,accepted
Jobs,enterprise architecture,enterprise architecture,1.0,exact,accepted
Jobs,entity framework,entity framework,1.0,exact,accepted
Jobs,entity framework basics,entity framework,0.9203,semantic,accepted
Course,entrepreneurial finance,entrepreneurial finance,1.0,exact,accepted
Course,entrepreneurship,entrepreneurship,1.0,exact,accepted
Jobs,envoy,envoy,1.0,exact,accepted
Jobs,envoy proxy,envoy proxy,1.0,exact,accepted
Course,epidemiology,epidemiology,1.0,exact,accepted
Jobs,er diagrams,er diagrams,1.0,exact,accepted
OBE,erd (entity relationship diagram),erd (entity relationship diagram),1.0,exact,accepted
OBE,erp (enterprise resource planning),erp (enterprise resource planning),1.0,exact,accepted
Jobs,erp systems,erp systems,1.0,exact,accepted
Jobs,erp/crm basics,erp/crm basics,1.0,exact,accepted
Jobs,erp/crm systems,erp/crm systems,1.0,exact,accepted
Jobs,erp/crm tools,erp/crm tools,1.0,exact,accepted
Course,estimation,estimation,1.0,exact,accepted
Jobs,ethereum,ethereum,1.0,exact,accepted
Jobs,ethereum basics,ethereum basics,1.0,exact,accepted
Jobs,ethereum fundamentals,ethereum fundamentals,1.0,exact,accepted
Jobs,ethereum multi-chain,ethereum multi-chain,1.0,exact,accepted
Jobs,ethical awareness,ethical awareness,1.0,exact,accepted
Jobs,ethical compliance,ethical compliance,1.0,exact,accepted
Jobs,ethical hacking,ethical hacking,1.0,exact,accepted
Jobs,ethical mindset,ethical mindset,1.0,exact,accepted
Jobs,etl,etl,1.0,exact,accepted
Course,etl,etl,1.0,exact,accepted
OBE,etl (extract transform load),etl (extract transform load),1.0,exact,accepted
Jobs,etl automation,etl automation,1.0,exact,accepted
Jobs,etl awareness,etl,0.8006,manual,accepted
Jobs,etl basics,etl,0.8478,manual,accepted
Jobs,etl concepts,etl,0.8346,manual,accepted
Jobs,etl fundamentals,etl,0.8227,manual,accepted
Jobs,etl knowledge,etl knowledge,1.0,exact,accepted
Jobs,etl pipeline design,etl pipelines,0.9181,semantic,accepted
